fecha,granos_de_polen
2011-06-26,18
2011-06-27,9
2011-06-28,22
2011-06-29,30
2011-06-30,21
2011-07-01,46
2011-07-02,13
2011-07-03,20
2011-07-04,19
2011-07-05,48
2011-07-06,39
2011-07-07,29
2011-07-08,25
2011-07-09,25
2011-07-10,3
2011-07-11,3
2011-07-12,5
2011-07-13,8
2011-07-14,10
2011-07-15,2
2011-07-16,6
2011-07-17,6
2011-07-18,7
2011-07-19,3
2011-07-20,5
2011-07-21,3
2011-07-22,5
2011-07-23,4
2011-07-24,1
2011-07-25,3
2011-07-26,2
2011-07-27,2
2011-07-28,3
2011-07-29,1
2011-07-30,3
2011-07-31,3
2011-08-01,1
2011-08-02,1
2011-08-03,1
2011-08-04,1
2011-08-05,1
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,1
2011-08-10,1
2011-08-11,0
2011-08-12,0
2011-08-13,2
2011-08-14,1
2011-08-15,2
2011-08-16,1
2011-08-17,0
2011-08-18,1
2011-08-19,0
2011-08-20,1
2011-08-21,1
2011-08-22,1
2011-08-23,0
2011-08-24,1
2011-08-25,0
2011-08-26,0
2011-08-27,2
2011-08-28,0
2011-08-29,1
2011-08-30,0
2011-08-31,0
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,1
2011-09-07,0
2011-09-08,0
2011-09-09,1
2011-09-10,0
2011-09-11,0
2011-09-12,1
2011-09-13,6
2011-09-14,4
2011-09-15,2
2011-09-16,2
2011-09-17,0
2011-09-18,1
2011-09-19,1
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,1
2011-09-24,2
2011-09-25,0
2011-09-26,1
2011-09-27,1
2011-09-28,0
2011-09-29,1
2011-09-30,1
2011-10-01,1
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,1
2011-10-11,1
2011-10-12,0
2011-10-13,1
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,1
2011-10-18,0
2011-10-19,1
2011-10-20,0
2011-10-21,0
2011-10-22,1
2011-10-23,0
2011-10-24,0
2011-10-26,0
2011-10-27,0
2011-10-31,0
2011-11-01,1
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,1
2011-11-09,0
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,1
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,1
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-11,0
2011-12-12,0
2011-12-13,1
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,1
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-16,0
2012-01-17,0
2012-01-18,3
2012-01-19,3
2012-01-20,0
2012-01-21,0
2012-01-22,1
2012-01-23,0
2012-01-24,0
2012-01-25,2
2012-01-26,2
2012-01-27,1
2012-01-28,1
2012-01-29,2
2012-01-30,2
2012-01-31,1
2012-02-01,0
2012-02-02,1
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,2
2012-02-07,1
2012-02-08,0
2012-02-09,0
2012-02-10,1
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,1
2012-02-15,1
2012-02-16,1
2012-02-17,1
2012-02-18,0
2012-02-19,0
2012-02-20,2
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,2
2012-02-25,16
2012-02-26,3
2012-02-27,9
2012-02-28,9
2012-02-29,4
2012-03-01,2
2012-03-02,0
2012-03-03,2
2012-03-04,2
2012-03-05,0
2012-03-06,5
2012-03-07,0
2012-03-08,0
2012-03-09,2
2012-03-10,4
2012-03-11,4
2012-03-12,11
2012-03-13,14
2012-03-14,6
2012-03-15,5
2012-03-16,4
2012-03-17,4
2012-03-18,1
2012-03-19,2
2012-03-20,1
2012-03-21,0
2012-03-22,0
2012-03-23,3
2012-03-24,2
2012-03-25,2
2012-03-26,0
2012-03-27,0
2012-03-28,2
2012-03-29,3
2012-03-30,12
2012-03-31,2
2012-04-01,6
2012-04-02,22
2012-04-03,3
2012-04-04,0
2012-04-05,1
2012-04-06,2
2012-04-07,1
2012-04-08,0
2012-04-09,9
2012-04-10,4
2012-04-11,0
2012-04-12,1
2012-04-13,1
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,1
2012-04-18,0
2012-04-19,0
2012-04-20,5
2012-04-21,1
2012-04-22,5
2012-04-23,5
2012-04-24,6
2012-04-25,11
2012-04-26,0
2012-04-27,1
2012-04-28,1
2012-04-29,0
2012-04-30,1
2012-05-01,0
2012-05-02,0
2012-05-03,1
2012-05-04,0
2012-05-05,1
2012-05-06,7
2012-05-07,4
2012-05-08,13
2012-05-09,11
2012-05-10,10
2012-05-11,26
2012-05-12,67
2012-05-13,41
2012-05-14,30
2012-05-15,17
2012-05-16,48
2012-05-17,170
2012-05-18,242
2012-05-19,36
2012-05-20,4
2012-05-21,13
2012-05-22,35
2012-05-23,57
2012-05-24,70
2012-05-25,351
2012-05-26,194
2012-05-27,105
2012-05-28,116
2012-05-29,161
2012-05-30,80
2012-05-31,56
2012-06-01,106
2012-06-02,98
2012-06-03,37
2012-06-04,58
2012-06-05,102
2012-06-06,74
2012-06-07,45
2012-06-08,25
2012-06-09,53
2012-06-10,39
2012-06-11,24
2012-06-12,14
2012-06-13,17
2012-06-14,40
2012-06-15,36
2012-06-16,13
2012-06-17,22
2012-06-18,13
2012-06-19,0
2012-06-20,23
2012-06-21,19
2012-06-22,28
2012-06-23,13
2012-06-24,8
2012-06-25,17
2012-06-26,12
2012-06-27,9
2012-06-29,21
2012-06-30,8
2012-07-01,5
2012-07-02,4
2012-07-03,22
2012-07-04,15
2012-07-05,11
2012-07-06,8
2012-07-07,11
2012-07-08,4
2012-07-09,5
2012-07-10,5
2012-07-11,15
2012-07-12,9
2012-07-13,14
2012-07-14,5
2012-07-15,9
2012-07-16,3
2012-07-17,6
2012-07-18,6
2012-07-19,4
2012-07-20,10
2012-07-21,3
2012-07-22,6
2012-07-23,6
2012-07-24,5
2012-07-25,3
2012-07-26,2
2012-07-27,1
2012-07-28,2
2012-07-29,1
2012-07-30,2
2012-08-06,0
2012-08-07,1
2012-08-08,3
2012-08-09,1
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,1
2012-08-15,1
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,1
2012-08-20,0
2012-08-21,0
2012-08-22,1
2012-08-23,0
2012-08-24,1
2012-08-25,1
2012-08-26,2
2012-08-27,1
2012-08-28,3
2012-08-29,1
2012-08-30,2
2012-08-31,1
2012-09-01,0
2012-09-02,0
2012-09-03,4
2012-09-04,1
2012-09-05,3
2012-09-06,2
2012-09-07,1
2012-09-08,2
2012-09-09,0
2012-09-10,1
2012-09-11,1
2012-09-12,1
2012-09-13,1
2012-09-14,1
2012-09-15,0
2012-09-16,1
2012-09-17,1
2012-09-18,1
2012-09-19,4
2012-09-20,2
2012-09-21,1
2012-09-22,1
2012-09-23,1
2012-09-24,1
2012-09-25,1
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,1
2012-10-04,1
2012-10-05,2
2012-10-06,0
2012-10-07,1
2012-10-08,0
2012-10-08,0
2012-10-09,0
2012-10-09,0
2012-10-10,0
2012-10-10,0
2012-10-11,0
2012-10-11,0
2012-10-12,0
2012-10-12,0
2012-10-13,0
2012-10-13,0
2012-10-14,1
2012-10-14,1
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,1
2012-11-23,0
2012-11-24,0
2012-11-25,1
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,0
2012-12-07,0
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,0
2012-12-12,0
2012-12-13,0
2012-12-14,0
2012-12-15,2
2012-12-16,1
2012-12-17,0
2012-12-18,0
2012-12-19,1
2012-12-20,0
2012-12-21,5
2012-12-22,1
2012-12-23,0
2012-12-24,0
2012-12-25,1
2012-12-26,2
2012-12-27,0
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,1
2013-01-02,1
2013-01-03,0
2013-01-04,1
2013-01-05,1
2013-01-06,2
2013-01-07,0
2013-01-08,0
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,0
2013-01-15,1
2013-01-16,2
2013-01-17,0
2013-01-18,3
2013-01-19,0
2013-01-20,2
2013-01-21,1
2013-01-22,1
2013-01-23,0
2013-01-24,0
2013-01-25,1
2013-01-26,6
2013-01-27,4
2013-01-28,4
2013-01-29,2
2013-01-30,6
2013-01-31,5
2013-02-01,9
2013-02-02,1
2013-02-03,0
2013-02-04,2
2013-02-05,2
2013-02-06,5
2013-02-07,1
2013-02-08,1
2013-02-09,2
2013-02-10,0
2013-02-11,5
2013-02-12,1
2013-02-13,1
2013-02-14,4
2013-02-15,2
2013-02-16,8
2013-02-17,2
2013-02-25,0
2013-02-26,1
2013-02-27,1
2013-02-28,0
2013-03-01,1
2013-03-02,5
2013-03-03,0
2013-03-04,1
2013-03-05,0
2013-03-06,1
2013-03-07,1
2013-03-08,0
2013-03-09,2
2013-03-10,0
2013-03-11,2
2013-03-12,5
2013-03-13,2
2013-03-18,6
2013-03-19,2
2013-03-20,2
2013-03-21,0
2013-03-22,0
2013-03-23,0
2013-03-24,0
2013-03-25,2
2013-03-26,1
2013-03-27,2
2013-03-28,1
2013-03-29,0
2013-03-30,1
2013-03-31,1
2013-04-01,1
2013-04-02,7
2013-04-03,1
2013-04-04,2
2013-04-05,2
2013-04-06,1
2013-04-07,3
2013-04-08,2
2013-04-09,2
2013-04-10,2
2013-04-11,5
2013-04-12,5
2013-04-13,6
2013-04-14,9
2013-04-15,10
2013-04-16,7
2013-04-17,12
2013-04-18,12
2013-04-22,8
2013-04-23,10
2013-04-24,10
2013-04-25,5
2013-04-26,2
2013-04-27,6
2013-04-28,2
2013-04-29,0
2013-05-06,18
2013-05-07,20
2013-05-08,214
2013-05-09,37
2013-05-10,36
2013-05-11,20
2013-05-12,20
2013-05-13,112
2013-05-14,50
2013-05-15,7
2013-05-16,24
2013-05-17,4
2013-05-18,2
2013-05-19,15
2013-05-20,37
2013-05-21,20
2013-05-22,67
2013-05-23,0
2013-05-24,79
2013-05-25,65
2013-05-26,224
2013-05-27,297
2013-05-28,99
2013-05-29,56
2013-05-30,26
2013-05-31,38
2013-06-01,84
2013-06-02,78
2013-06-03,59
2013-06-04,228
2013-06-05,278
2013-06-06,275
2013-06-07,65
2013-06-08,26
2013-06-09,45
2013-06-10,105
2013-06-11,128
2013-06-12,166
2013-06-13,157
2013-06-17,96
2013-06-18,33
2013-06-19,35
2013-06-20,92
2013-06-21,79
2013-06-22,83
2013-06-23,78
2013-06-24,43
2013-06-25,53
2013-06-26,68
2013-06-27,70
2013-06-28,73
2013-06-29,100
2013-06-30,39
2013-07-01,72
2013-07-02,53
2013-07-03,124
2013-07-04,59
2013-07-05,21
2013-07-06,21
2013-07-07,30
2013-07-08,30
2013-07-09,14
2013-07-10,30
2013-07-11,7
2013-07-12,18
2013-07-13,20
2013-07-14,28
2013-07-15,7
2013-07-16,14
2013-07-17,10
2013-07-18,13
2013-07-19,7
2013-07-20,6
2013-07-21,2
2013-07-22,7
2013-07-23,4
2013-07-24,4
2013-07-25,9
2013-07-26,4
2013-07-27,4
2013-07-28,3
2013-07-29,4
2013-07-30,3
2013-07-31,4
2013-08-01,2
2013-08-02,2
2013-08-03,1
2013-08-04,3
2013-08-05,3
2013-08-06,2
2013-08-12,0
2013-08-13,1
2013-08-14,1
2013-08-15,2
2013-08-16,1
2013-08-17,2
2013-08-18,2
2013-08-19,3
2013-08-20,1
2013-08-21,2
2013-08-22,4
2013-08-23,2
2013-08-24,4
2013-08-25,1
2013-08-26,1
2013-08-27,2
2013-08-28,0
2013-08-29,0
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,2
2013-09-03,2
2013-09-04,1
2013-09-05,1
2013-09-06,1
2013-09-07,2
2013-09-08,3
2013-09-09,0
2013-09-10,1
2013-09-11,0
2013-09-12,2
2013-09-13,0
2013-09-14,2
2013-09-15,0
2013-09-16,1
2013-09-17,2
2013-09-18,3
2013-09-19,1
2013-09-20,0
2013-09-21,0
2013-09-22,1
2013-09-23,1
2013-09-24,0
2013-09-25,1
2013-09-26,1
2013-09-27,1
2013-09-28,0
2013-09-29,0
2013-09-30,0
2013-10-01,0
2013-10-02,2
2013-10-03,0
2013-10-04,1
2013-10-05,0
2013-10-06,1
2013-10-21,0
2013-10-22,0
2013-11-04,1
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,1
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-18,0
2013-11-19,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,1
2014-01-01,1
2014-01-02,0
2014-01-03,0
2014-01-04,1
2014-01-05,1
2014-01-06,0
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,2
2014-01-14,1
2014-01-15,0
2014-01-16,3
2014-01-17,0
2014-01-18,0
2014-01-19,1
2014-01-20,2
2014-01-21,2
2014-01-22,2
2014-01-23,1
2014-01-24,1
2014-01-25,1
2014-01-26,6
2014-01-27,1
2014-01-28,1
2014-01-29,1
2014-01-30,1
2014-01-31,1
2014-02-01,1
2014-02-02,2
2014-02-03,0
2014-02-04,1
2014-02-05,1
2014-02-06,1
2014-02-07,1
2014-02-08,1
2014-02-09,0
2014-02-10,1
2014-02-11,1
2014-02-12,0
2014-02-13,1
2014-02-14,1
2014-02-15,0
2014-02-16,1
2014-02-17,1
2014-02-18,2
2014-02-19,3
2014-02-20,1
2014-02-21,2
2014-02-22,4
2014-02-23,2
2014-02-24,5
2014-02-25,1
2014-02-26,4
2014-02-27,3
2014-03-03,1
2014-03-04,2
2014-03-05,0
2014-03-06,6
2014-03-07,0
2014-03-08,1
2014-03-09,0
2014-03-10,0
2014-03-11,11
2014-03-12,5
2014-03-13,0
2014-03-14,0
2014-03-15,2
2014-03-16,6
2014-03-17,5
2014-03-18,9
2014-03-19,1
2014-03-20,5
2014-03-21,3
2014-03-22,4
2014-03-23,2
2014-03-24,0
2014-03-25,1
2014-03-26,0
2014-03-27,0
2014-03-28,1
2014-03-29,0
2014-03-30,0
2014-03-31,1
2014-04-01,0
2014-04-02,0
2014-04-03,0
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,1
2014-04-08,3
2014-04-09,3
2014-04-10,1
2014-04-11,21
2014-04-12,6
2014-04-13,2
2014-04-14,7
2014-04-15,3
2014-04-16,6
2014-04-17,2
2014-04-18,1
2014-04-19,0
2014-04-20,0
2014-04-21,2
2014-04-22,6
2014-04-23,7
2014-05-05,124
2014-05-06,465
2014-05-07,133
2014-05-08,186
2014-05-09,80
2014-05-10,152
2014-05-11,70
2014-05-12,138
2014-05-13,93
2014-05-14,20
2014-05-15,53
2014-05-16,75
2014-05-17,74
2014-05-18,207
2014-05-19,325
2014-05-20,58
2014-05-21,24
2014-05-26,16
2014-05-27,85
2014-05-28,13
2014-05-29,31
2014-05-30,25
2014-05-31,15
2014-06-01,12
2014-06-02,17
2014-06-03,67
2014-06-04,121
2014-06-05,42
2014-06-06,69
2014-06-07,26
2014-06-08,42
2014-06-09,49
2014-06-10,21
2014-06-11,5
2014-06-16,34
2014-06-17,42
2014-06-18,66
2014-06-19,35
2014-06-23,19
2014-06-24,3
2014-06-25,8
2014-06-26,16
2014-06-27,43
2014-06-28,14
2014-06-29,8
2014-06-30,0
2014-07-01,35
2014-07-02,11
2014-07-03,1
2014-07-04,35
2014-07-05,42
2014-07-06,12
2014-07-07,20
2014-07-08,28
2014-07-09,14
2014-07-14,18
2014-07-21,2
2014-07-22,0
2014-07-23,3
2014-07-24,2
2014-07-25,2
2014-07-26,5
2014-07-27,3
2014-07-28,4
2014-09-01,1
2014-09-02,4
2014-09-03,3
2014-09-04,2
2014-09-05,2
2014-09-06,3
2014-09-07,3
2014-09-08,1
2014-09-09,1
2014-09-15,0
2014-09-16,1
2014-09-17,1
2014-09-18,2
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,0
2014-09-23,0
